,noten,tag
Kipfilet in pizzasaus met gesmolten mozzarella,False,hoofdgerecht
Volkoren-speltpenne in romige tomatensaus,False,hoofdgerecht
Gino D'Acampos pasta met aubergine en tomaten-knoflooksaus,False,hoofdgerecht
Gino D'Acampos Napolitaanse pasta met drie-bonensaus ,False,hoofdgerecht
Burger met pittige saus,False,hoofdgerecht
Surf &amp; turf carbonara,False,hoofdgerecht
Pittige pastasalade,False,lunch
Romige curry met schelvis,False,hoofdgerecht
"Pastasalade niçoise met tonijn, ansjovis &amp; garnalen",False,lunch
Ravioli met geitenkaas en paddenstoelensaus,False,hoofdgerecht
Watermeloensalade met tonijn en feta,False,hoofdgerecht
Broodje sweet &amp; sticky kip,False,lunch
"Speltpenne met tomatensaus, mozzarella en kappertjes",False,hoofdgerecht
Orecchiette met sardines,False,hoofdgerecht
Italiaanse maaltijdsoep met runderballetjes,False,hoofdgerecht
Tomaten-tuinbonensalade,False,hoofdgerecht
Sinaasappelcouscous met kabeljauw en venkel,False,hoofdgerecht
Bonen-tomatenstoof met rozemarijn &amp; chipolataworstjes,False,hoofdgerecht
Roerbakrisotto met sperziebonensalade,False,hoofdgerecht
Pastasalade met makreel en paprika,False,hoofdgerecht
Zomerminestrone met spelt en spekjes,False,hoofdgerecht
Verse pasta in kruidige tomatensaus,False,hoofdgerecht
"Piadina met artisjok, veldsla en ricotta",False,hoofdgerecht
"Biefstuk met artisjokharten, gorgonzola en walnoten",False,hoofdgerecht
Venkel-sinaasappelsalade met oregano,False,lunch
Gegrilde kipfilethaasjes met ovenaardappelen,False,hoofdgerecht
Linguine met gepofte cherrytomaat en garnalen,False,hoofdgerecht
Lincolnshire hotdog met appel-zuurkoolsalade,False,hoofdgerecht
Piadina met parmaham &amp; mozzarella,False,hoofdgerecht
Mexicaanse rijstschotel met vis,False,hoofdgerecht
Pasta pesto met groene groenten en hamreepjes,False,hoofdgerecht
Zomerstamppot met gegrilde steak de boeuf en rauwkost,False,hoofdgerecht
Bloemkoolpizza's met tomaat en paddenstoelen,False,hoofdgerecht
Gegrilde braadworst met bieten-koolrabisalade,False,hoofdgerecht
Tomahawk-steak met Braziliaanse salsa,False,hoofdgerecht
Sushi burrito met garnalen,False,hoofdgerecht
Pokebowl zalm,False,lunch
Entrecote met koffierub,False,hoofdgerecht
Zomerse visovenschotel,False,hoofdgerecht
"Zomerse salade met mango, rivierkreeft en ovenaardappelen",False,hoofdgerecht
Pasta met smeuïge gehaktballetjes en gegrilde groenten,False,hoofdgerecht
Teriyaki-honingkipspiesjes met groenteroerbak,False,hoofdgerecht
"Courgettespaghetti met venkel, cherrytomaat, pesto en pancetta",False,hoofdgerecht
"Bloemkoolrijst met groente, gele curry en ei ",False,hoofdgerecht
"Kipburger met linzen, gebakken aardappeltjes en witlofsalade",False,hoofdgerecht
Groenterijke nasi met zelfgemaakte atjar,False,hoofdgerecht
Romige pasta met broccoli en gegrilde varkenshaas,False,hoofdgerecht
Minipizza's met mozzarella &amp; salami en courgette &amp; rode peper,False,hoofdgerecht
Tonijnsandwich met guacamole en maissalade,False,hoofdgerecht
Spaghetti cacio e pepe,False,hoofdgerecht
Wraps met perzik en gerookte-kipreepjes,False,lunch
Karin Luitens snijbonenstamp met Italiaanse topping,False,hoofdgerecht
Courgettespaghetti met worstjes,False,hoofdgerecht
Julius Jaspers' ribeye van de barbecue met steaksaus,False,hoofdgerecht
Pastasalade met rauwe ham en meloen,False,hoofdgerecht
Noedelsalade met mango en garnalen,False,hoofdgerecht
Dubbele cheeseburger met tomaat-ui-augurkrelish,False,hoofdgerecht
"Zomerquiche met rode ui, ricotta en peterselieolie",False,hoofdgerecht
"Hotdogs met kaas, guacamole en tomaat",False,lunch
Hotdogs met uien-bietencompote en zure room,False,lunch
"Broodje hotdog met spek, zuurkool en mosterd",False,lunch
Witlofsalade met tandooridressing,False,hoofdgerecht
Maaltijdsoep van zoete aardappelen,False,hoofdgerecht
Italiaanse stamp met zalmfilet,False,hoofdgerecht
Courgettespaghetti met chorizo en paddenstoelen,False,hoofdgerecht
Zomerse salade met ei &amp; pancetta,False,hoofdgerecht
Tagliatelle met roerbakmix en Parrano kaassnippers,False,hoofdgerecht
Tortilla's met tonijnsalade,False,hoofdgerecht
Gepofte zoete aardappel met Hüttenkäse en groene salade,False,hoofdgerecht
Thüringer bratwurst met zoete-aardappelgratin,False,hoofdgerecht
Zomerse pastasalade met zalm en pestospread,False,hoofdgerecht
Caesar tostada,False,hoofdgerecht
"Pita met falafel, paprikasalade en witte kaas",False,hoofdgerecht
Verrassende kip met rozemarijnaardappeltjes,False,hoofdgerecht
Kimchitosti ,False,lunch
Tagliatelle met courgettesaus &amp; warmgerookte zalm ,False,hoofdgerecht
Aziatische rijstsalade met krab,False,hoofdgerecht
Verse ravioli met kipfilethaasjes en tomatensaus,False,hoofdgerecht
Ovengroente met zoete aardappel en kip,False,hoofdgerecht
Broodje burger met tomatensalsa,False,hoofdgerecht
Groentemie met biefstuk en komkommersalade,False,hoofdgerecht
Rijkgevulde lasagne met grillkaas,False,hoofdgerecht
Maaltijdsalade met avocadomayo,False,hoofdgerecht
Tonijnsandwich met bietensalade,False,hoofdgerecht
"Taco's met ananas, kipdijfilet en jalapeñopeper",False,hoofdgerecht
"Pastasalade met rundercervelaat, tomaat en sperziebonen",False,hoofdgerecht
Volkorenspaghetti met gegrilde-groentesaus en kip,False,hoofdgerecht
Snelle lunchsalade met geitenkaas,False,lunch
Zalm met romige aardappelsalade en broccoli,False,hoofdgerecht
Pascale Naessens' halloumi met curry en komijnspinazie,False,hoofdgerecht
Groentebolognese met Parmezaanse kaas,False,hoofdgerecht
Zomerse couscous met oregano-paprikabraadworst,False,hoofdgerecht
Groene maaltijdsalade,False,hoofdgerecht
Jord Althuizens gegrilde ribeye met pittige blauwaderkaastopping,False,hoofdgerecht
Warmgerookte zalm in honing-sojamarinade,False,hoofdgerecht
Witte-tonijnsteak van de BBQ met watermeloen,False,hoofdgerecht
Sticky barbecuebeenham,False,hoofdgerecht
Crispy speklapjes,False,hoofdgerecht
Biefstukspiesen met spicy saus,False,hoofdgerecht
Surf &amp; turfburger,False,hoofdgerecht
Broodje saucijs met tomatenrelish &amp; rucola,False,hoofdgerecht
Sesamgamba's met gember-sinaasappelsalsa,False,hoofdgerecht
Kipspiesen met paprika,False,hoofdgerecht
Rijstsalade met omeletreepjes en basilicumolie,False,hoofdgerecht
Pasta-venkel-spinaziesalade met chipolata,False,hoofdgerecht
Wraps met gyros &amp; appel-coleslaw,False,hoofdgerecht
Couscous met kip en tomaatjes,False,hoofdgerecht
Pappardelle met tomaten-gehaktsaus,False,hoofdgerecht
Aziatische garnalenomelet met wortel-sesamsalade,False,hoofdgerecht
Vegaschnitzel met gebakken aardappel en gegrilde groenten,False,hoofdgerecht
"Avocadosalade met aardbeien, frambozen en feta",False,lunch
Gegrilde speklapjes met gepofte aardappel,False,hoofdgerecht
Wentelteefjes met gemarineerde aardbeien,False,lunch
"Pita's met steak tartaar, sla en paprikasalsa",False,hoofdgerecht
Steakstokbrood met chimichurri,False,lunch
Pangasiusfilet gestoofd in groenten met groene olijven,False,hoofdgerecht
Pittige curry met kip en groene groenten,False,hoofdgerecht
Gegrilde kalkoen met romige pompoen-saliepasta,False,hoofdgerecht
Miniwraps gevuld met groenterijst en yoghurtsaus,False,hoofdgerecht
Steak de boeuf met tomatentapenade en homemade frites,False,hoofdgerecht
"Pappardelle met venkel, asperges en knoflookkip",False,hoofdgerecht
Rijstbowl met garnalen en Aziatische wokgroente in sesam-sojasaus,False,hoofdgerecht
Oosterse varkensfiletreepjes met groene roerbak en rijst,False,hoofdgerecht
Gemarineerde kipspiesjes met venkel-wortelgratin,False,hoofdgerecht
Rijkgevulde panzanella met gerookte makreel,False,hoofdgerecht
Kruidige Indiase curry met zacht gegaarde kiphaasjes,False,hoofdgerecht
Gebraden worst met zoete-aardappelpuree en witlofsalade,False,hoofdgerecht
Bart van Olphens kabeljauw ceviche,False,lunch
Bart van Olphens schelvis met zeekraal,False,hoofdgerecht
Homemade vissticks met aardappelruiten,False,hoofdgerecht
Gekruide kippenvleugels met groenten uit de oven,False,hoofdgerecht
Opperdepop: kip met groentefriet en appelmoes 2-4 jr,False,hoofdgerecht
Romige penne met gerookte makreel en broccoli,False,hoofdgerecht
"Asperges met ei-peterselieboter, krieltjes en pastrami",False,hoofdgerecht
Knapperige oosterse rijst met vega kipstukjes,False,hoofdgerecht
Met kip gevulde courgette en bonen met tortillakruim,False,hoofdgerecht
Bart van Olphens tonijnburger,False,hoofdgerecht
Bietenstoof met geitenkaas en krielsalade,False,hoofdgerecht
Gebakken kabeljauw met gestoofde prei &amp; linzen,False,hoofdgerecht
Courgetti met vegaballetjes &amp; tomaat,False,hoofdgerecht
Zalmschotel met Mexicaanse groenten,False,hoofdgerecht
Platbrood en avocadopuree met tahin en olijven,False,lunch
Pastasalade met mayodressing,False,hoofdgerecht
Spaghetti met romige preisaus,False,hoofdgerecht
Farfalle met tonijnsaus,False,hoofdgerecht
Snelle spaghetti met spinazie,False,hoofdgerecht
Panpizza's met kidneybonen,False,hoofdgerecht
Bietencurry met sugarsnaps en rijst,False,hoofdgerecht
Kipwraps met mango en limoenmayonaise,False,lunch
Stokbroodje met zalm en waterkers,False,lunch
Gebakken gnocchi met saliesaus,False,hoofdgerecht
Zoete speklapjes met pittige groenten,False,hoofdgerecht
Worst-linzenschotel,False,hoofdgerecht
Steak sandwich met bietensalade,False,hoofdgerecht
Couscous met za'ataryoghurt,False,hoofdgerecht
Overheerlijke pappardelle met biefstuk en basilicumolie,False,hoofdgerecht
Wokschotel met verse-kaasblokjes,False,hoofdgerecht
Groentecurry met rijst en biefstuk,False,hoofdgerecht
Grillburger,False,lunch
Vegaburger,False,lunch
Visburger,False,lunch
Pittige pastasalade met knapperige groenten,False,hoofdgerecht
Falafel salade met couscous en harissayoghurt,False,hoofdgerecht
Gegrilde varkenshaas met krieltjes &amp; gebakken groenten,False,hoofdgerecht
Broodje kip-koolsalade,False,hoofdgerecht
Zomerse bonen-preistoof met gegrilde ricotta en tomatensaus,False,hoofdgerecht
Lauwwarme posteleinsalade,False,hoofdgerecht
Geroosterde bloemkool met tomatensalsa,False,hoofdgerecht
Tuinkruidensoep,False,lunch
Kruidenquiche met geitenkaas en chorizo,False,lunch
Lamsworstjes met salsa verde en groene couscous,False,hoofdgerecht
Sla-wraps met rundvlees en Chinese kool ,False,hoofdgerecht
Fusilli met kruidige kipbraadworst en ratatouille uit de oven,False,hoofdgerecht
Kipspiesjes met zoete chutney en asperge-rijstsalade,False,hoofdgerecht
"Lasagne met geitenkaas, ricotta &amp; courgette",False,hoofdgerecht
Karbonade met citroensnijbonen en rode aardappel,False,hoofdgerecht
Geroosterd brood &amp; radijssalade,False,lunch
Pulled beef met salsa en avocadopuree ,False,hoofdgerecht
Pittige lamsbout met raita en geroosterde groenten,False,hoofdgerecht
Vega arepas met bonen en salsa,False,hoofdgerecht
"Arepas met smokey kip, chorizo en cheddar",False,hoofdgerecht
Sesamrunderballetjes met noedels en paksoi,False,hoofdgerecht
Maaltijdsalade niçoise,False,hoofdgerecht
Arepas gevuld met pittig draadjesvlees en ui,False,hoofdgerecht
Zeewierburger,False,hoofdgerecht
Vistaco's met tabasco-tomatensalsa,False,hoofdgerecht
Gegrilde wraps met pulled makreel,False,hoofdgerecht
Garnalen-groentepappardelle &amp; tomatensaus,False,hoofdgerecht
Fusilli met paddenstoelensaus &amp; een gekookt eitje,False,hoofdgerecht
Rigatoni met gehaktballetjes en rijkgevulde groentesaus,False,hoofdgerecht
Spaghetti vongole,False,hoofdgerecht
Sesam-komijnwentelteefjes met spinazie,False,lunch
Lamshaas met gevulde auberginerolletjes ,False,hoofdgerecht
Gnocchi met tonijn en saus van gepofte tomaat,False,hoofdgerecht
Forel uit de oven met andijviestamppot,False,hoofdgerecht
"Zalm in roomsaus met dillekriel, spinazie en venkel",False,hoofdgerecht
Maaltijdsoep van geroosterde groenten,False,hoofdgerecht
Geroosterde groenten en ricotta uit de oven,False,hoofdgerecht
"Pittige penne met kip, aubergine en olijven",False,hoofdgerecht
Monique van Loons zoete-aardappellatkes met auberginesalade,False,hoofdgerecht
Broodje veggieburger,False,hoofdgerecht
Mexicaans stoofvlees met bonen,False,hoofdgerecht
Koshari van Nadia en Merijn,False,hoofdgerecht
Broodje Aziatische visburger met sla,False,hoofdgerecht
Pasta met bloemkool en knapperige pangrattato,False,hoofdgerecht
Hamburger met spinaziesalade en zoete-aardappelfrites,False,hoofdgerecht
Gekruide varkenshaas met puree en honingworteltjes,False,hoofdgerecht
Karbonade met gebakken ananas,False,hoofdgerecht
Mediterrane bonensalade met gerookte kip,False,hoofdgerecht
"Maaltijdsalade met spek, haricots verts en gebakken bonen",False,hoofdgerecht
Asperge-krielsalade à la flamande,False,hoofdgerecht
Noedel-groentesalade met mango &amp; sticky kip,False,hoofdgerecht
Groene-aspergefrittata met verse kruiden,False,lunch
Snelle eggs benedict met asperges en zalm,False,lunch
Kruidenfusilli met kabeljauw en groenten uit de oven,False,hoofdgerecht
Aardappelgratin en witlof-bietensalade met runderworst,False,hoofdgerecht
Mediterraan pannetje met chorizo,False,hoofdgerecht
Maaltijdsoep met kikkererwten,False,hoofdgerecht
Romige spaghetti met pangrattato,False,hoofdgerecht
Quinoa met groenten en tonijn,False,hoofdgerecht
Indiase curry met biefstukpuntjes,False,hoofdgerecht
Witlofsalade met masaladressing,False,hoofdgerecht
Pastasalade met Parrano snippers,False,hoofdgerecht
Kipdijstoof met couscous,False,hoofdgerecht
Falafel wrap met frisse tomatensalade,False,hoofdgerecht
Gegrilde biefstuk met frisse lentesalade,False,hoofdgerecht
Kleurrijke pompoen-paprika-chorizostoof,False,hoofdgerecht
Gnocchi met aubergine al formaggio,False,hoofdgerecht
Runderchipolataworstjes met knolselderijpuree,False,hoofdgerecht
Kabeljauwburger met mediterrane groenten,False,hoofdgerecht
Thaise viskoekjes van Bart van Olphen,False,lunch
Mediterrane worst met ovengroenten,False,hoofdgerecht
Rijkgevulde maaltijdsoep met citroengras en gember,False,hoofdgerecht
Tosti makreel-avocado,False,lunch
Tosti truffel-salami,False,lunch
Raapstelenstamppot met beefburger,False,hoofdgerecht
Aardappel-bietenrösti met vega-kipragout,False,hoofdgerecht
Knapperig gebakken tofu in zoete-aardappelcurry,False,hoofdgerecht
Mara Grimm shakshuka (tomatenstoof met ei &amp; venkel),False,lunch
Mara Grimms sabich (pitasandwich met aubergine en ei),False,lunch
Spaghetti met spinazieballetjes,False,hoofdgerecht
Broodje spinazieburger met spitskoolsalade,False,hoofdgerecht
Lentestamp van spinazie en gerookte kip,False,hoofdgerecht
Spinazie-panpizza met lamsworstjes en kruidensaus,False,hoofdgerecht
Jamie Olivers goudgele kipspiesjes met gele-paprikasaus &amp; zwarte quinoa,False,hoofdgerecht
Tagliatelle met biefstuk en paprikatapenade,False,hoofdgerecht
Schelvis met stroop en spek,False,hoofdgerecht
Snelle panzanella met gerookte kip,False,hoofdgerecht
Omelet met groene asperges,False,hoofdgerecht
Farfalle met venkel &amp; blauwe kaas,False,hoofdgerecht
Oosterse mie met krokante speklapjes,False,hoofdgerecht
Miniquiches met groene salade,False,hoofdgerecht
Kip Jambalaya,False,hoofdgerecht
Groentelasagne met mortadella,False,hoofdgerecht
Maaltijdsalade met biefstukpuntjes,False,hoofdgerecht
Pizzabroodjes-krans,False,lunch
Pepperonibagel,False,lunch
Krokante minitortilla’s met geitenkaas en avocado,False,lunch
Koolraapquiche met gerookte kip,False,hoofdgerecht
Vegetarische koolraapgoulash met rijst,False,hoofdgerecht
"Fusilli met artisjok-preisaus, sardines en olijven",False,hoofdgerecht
In ketjap gemarineerde kip uit de oven met wokgroenten,False,hoofdgerecht
Zwaardvissteaks met tomatentartaar,False,hoofdgerecht
Braziliaanse visstoof ,False,hoofdgerecht
Haricots vertssalade met gemarineerde octopus,False,lunch
Wraps met sprinkhanen,False,hoofdgerecht
Gevulde inktvis met halloumi in pittige tomaten-paprikasaus,False,hoofdgerecht
Meelwormcurry met yoghurt &amp; naanbrood,False,hoofdgerecht
Indonesische zeebaarskebab met citroengras,False,hoofdgerecht
Steamed buns met Koreaanse kip,False,hoofdgerecht
Langzaamgegaard five spice buikspek,False,hoofdgerecht
Karbonade van de grill met frisse koolsalade,False,hoofdgerecht
Chili con carne met rijst &amp; koffietwist,False,hoofdgerecht
Gegrilde halloumi met zelfgemaakte rucolahummus,False,hoofdgerecht
Penne met gehaktballetjes en venkel-tomatensaus,False,hoofdgerecht
Malse scharrelkip met een Caribische touch en spicy bonen,False,hoofdgerecht
"Trio van ovenkriel, bloemkoolsalade &amp; crunchy kaasburger",False,hoofdgerecht
"Gehaktbrood, ovenfrites en salade",False,hoofdgerecht
Geroosterde Italiaanse kip met groenten van de bakplaat,False,hoofdgerecht
"Scharrelbraadworst met boerenkool, ui en rauwkost uit de wok",False,hoofdgerecht
Wortel-pompoen-linzensoep met een Aziatische twist,False,hoofdgerecht
Groenterijke tagliatelle &amp; tomaatjes,False,hoofdgerecht
Noedelsoep met courgettelinten,False,hoofdgerecht
"Ovengnocchi met tonijn, champignons en tomaat",False,hoofdgerecht
Rodebiet-pastinaaksoep,False,hoofdgerecht
Goedgevulde koolsoep met pecorinobrood,False,hoofdgerecht
Stevige risotto met worst en Italiaanse kruiden,False,hoofdgerecht
"Witte-bonenpuree, Chinese kool en venkel-tijmworst",False,hoofdgerecht
"Bladerdeegpakketje met ragout, paddenstoelen en doperwten",False,hoofdgerecht
Boerenkoolstamppot met pastinaak en een gehaktbal,False,hoofdgerecht
"Aardappelpuree met cheddar, bloemkool &amp; groenteballetjes",False,hoofdgerecht
Goedgevulde tomaten-groentesoep met rookworst,False,hoofdgerecht
"Pitabroodjes met gegrilde feta, peer en tzatziki",False,hoofdgerecht
"Kip met spruiten, za'atar en peer",False,hoofdgerecht
"Karbonade, aardappeltjes en rodekool-rozijnensalade",False,hoofdgerecht
Zalmburger met frisse zeewier-rijstsalade,False,hoofdgerecht
Aziatische noedelsalade met tofu,False,hoofdgerecht
Groente-bonensoep met garnalen,False,hoofdgerecht
Bami goreng met groenteballetjes,False,hoofdgerecht
Curry madras met vis en linzenrijst,False,hoofdgerecht
Curry met kip en muntyoghurt,False,hoofdgerecht
Kiproerbak met pasta en courgette,False,hoofdgerecht
Spaghetti met boerenkool en braadworst,False,hoofdgerecht
Falafelwraps met tzatziki,False,hoofdgerecht
Steak de boeuf met dubbele groentestamp,False,hoofdgerecht
Kipsaltimbocca met rauwe ham en groenten,False,hoofdgerecht
Witte winterstamppot met bieslook &amp; gebakken chorizo,False,hoofdgerecht
Hutspot &amp; tijmgehaktballetjes ,False,hoofdgerecht
Oosters gehakt met gewokte komkommer en Chinese groenten,False,hoofdgerecht
Gegrilde kippendij met tomaat-kappertjesdressing,False,hoofdgerecht
Penne met gerookte makreel en saus van avocado en spinazie,False,hoofdgerecht
"Alain Carons kip met mosterd-gembersaus, pilav rijst en gestoofde prei",False,hoofdgerecht
Kip met sambal en gepofte zoete aardappel,False,hoofdgerecht
Knapperige taco's met tomaat-paprikavulling,False,hoofdgerecht
"Volkorenpenne met varkenshaasreepjes, wortel en salie",False,hoofdgerecht
Nasi met witte kool en een gebakken ei,False,hoofdgerecht
Gezonde spaghetti bolognese,False,hoofdgerecht
Zalmcurry met spinazie en kikkererwten,False,hoofdgerecht
"Kippakketje met pesto, courgette en couscous",False,hoofdgerecht
Rundervink met snijbonen en ovenaardappelen,False,hoofdgerecht
"Pasta-ovenschotel met gegrilde paprika, geitenkaas en serranoham ",False,hoofdgerecht
Groenteburger met spinazie en zoete-aardappelfrites,False,hoofdgerecht
Ui-prei-kapucijneromelet met bonenkruid,False,lunch
Rodekoolstoof met kip en aardappelpuree,False,hoofdgerecht
"Rodekoolmaaltijdsoep met witte bonen, biet en witvis",False,hoofdgerecht
Zwarte-bonensalade met witte kaas &amp; gebakken courgette,False,lunch
Boerenkoolstamppot anders met zoete aardappel,False,hoofdgerecht
Varkensfiletreepjes met kerriebloemkool en knolselderijpuree,False,hoofdgerecht
Milde Mexicaanse chili met frisse knoflookyoghurt,False,hoofdgerecht
Indiase viscurry met kikkererwten en spinazie,False,hoofdgerecht
"Spaghetti met geroosterde groenten, ricotta en rauwe ham",False,hoofdgerecht
"Prei met tomatendressing, gegrilde kip en aardappel",False,hoofdgerecht
Vis-groente-couscouspakketje,False,hoofdgerecht
"Volkorenclubsandwich met ei, zalm en komkommer",False,lunch
Stevige groentesoep,False,lunch
Stevige speltsandwich met bieslook-peterselieomelet,False,lunch
"Salade van bietjes, linzen, walnoten en geitenkaas",False,lunch
"Salade van veldsla, peer en ham",False,lunch
Omelet met zalm en groente,False,lunch
Broodje kaas,False,lunch
"Koolwrap met tonijn, appel en wortel",False,lunch
Macaronischotel met broccoli,False,hoofdgerecht
"Vegan curry met kikkererwten, kokosmelk en rijst",False,hoofdgerecht
Andijviestamppot met zoete aardappel en kalkoenfilet,False,hoofdgerecht
Bieflapjes met spruiten en zoete-aardappelpuree,False,hoofdgerecht
Beefburger met zoete-aardappelfrites en broccolisalade,False,hoofdgerecht
Gekruide drumsticks met mangosalsa en noedels,False,hoofdgerecht
Penne met gerookte makreel en cavolo nero,False,hoofdgerecht
Zuurkoolstamppot met paddenstoelen en dragon,False,hoofdgerecht
Paprikaomelet met salade,False,lunch
Ovenschotel bloemkool &amp; kaas,False,hoofdgerecht
Varkenshaas met rijst en mango,False,hoofdgerecht
Kibbeling met krieltjes &amp; mayonaise,False,hoofdgerecht
Snelle spinaziestamppot met gehaktballetjes,False,hoofdgerecht
"Spelt met tuinbonen, roerbakgroenten, rookvlees en ei",False,hoofdgerecht
Zwarte-bonenstoof met feta ,False,hoofdgerecht
"Mihoen met andijvie, gebakken zalm en limoen",False,hoofdgerecht
Speltpita met gegrilde kip en rodecoleslaw ,False,hoofdgerecht
"Verse tagliatelle met snijbonen, tomaat en tonijn",False,hoofdgerecht
Varkenshaas met bloemkool &amp; krieltjes,False,hoofdgerecht
Flammkuchen met rauwkost en frisse tomatendip,False,hoofdgerecht
Rosbief met puree van oeraardappel en wintergroenten,False,hoofdgerecht
"Mediterrane penne met ansjovis, courgette en gremolata",False,hoofdgerecht
"Varkensrollade met spek, vijgen en balsamico-uitjes",False,hoofdgerecht
Slow roasted rosbief met groenekruidenkorst,False,hoofdgerecht
Langzaam gegaarde lamsrack met specerijenrub,False,hoofdgerecht
"Geroosterde lamsbout met tijm, sjalot en knoflook",False,hoofdgerecht
Patrijs met geroosterde aardappel en tomaat &amp; geblancheerde aspergetips,False,hoofdgerecht
Pompoenstrudel met salie,False,hoofdgerecht
Côte de boeuf met balsamicoglazuur en gepofte knoflook,False,hoofdgerecht
Japanse groentepannenkoek met paddenstoelen (okonomiyaki),False,hoofdgerecht
Picanha met rodewijnsaus en blauwe bessen,False,hoofdgerecht
Mediterrane groentetaart,False,hoofdgerecht
Reuben sandwich pastrami,False,lunch
Okonomiyaki met garnalen,False,hoofdgerecht
Pittige harissahummus,False,lunch
Erwtenhummus met kruiden en limoen,False,lunch
Eendenborst met een saus van pruimen en steranijs,False,hoofdgerecht
Champignons met zoete-aardappelkoekjes ,False,hoofdgerecht
"Entrecote met bierjus, aardappelpuree en gekaramelliseerde pastinaak",False,hoofdgerecht
Pappardelle met zalm en mierikswortelsaus,False,hoofdgerecht
Gepekelde rundershortrib met picadillo-rub,False,hoofdgerecht
Spaans gekruide ibericohaas gevuld met chorizo en gegrilde paprika,False,hoofdgerecht
Gebakken reefilet met bramen-rozemarijnjus &amp; aardperenpuree,False,hoofdgerecht
Hertenfilet met kruidenrub en geroosterde aardappel en wortel,False,hoofdgerecht
"Eend met 5 spices, sinaasappel en gember met pannenkoekjes ",False,hoofdgerecht
Homemade erwtensoep met vegaworst en crostini,False,hoofdgerecht
Regenboogwortels met aardappel en speklapjes uit de oven,False,hoofdgerecht
Mediterrane eendenbouten met truffelpolenta &amp; parmezaan,False,hoofdgerecht
Gegrilde lamshaas met ansjovis-tijmboter,False,hoofdgerecht
"Frisse roerbak van scharrelkip, broccoli, paksoi en noedels ",False,hoofdgerecht
Duivenborstfilet met kruidenrisotto en zoete sherryjus,False,hoofdgerecht
Bavette met cranberry-uienchutney en blauwekaaspuree,False,hoofdgerecht
Italiaanse konijnenstoof,False,hoofdgerecht
Gepekelde fazant met cranberry-whiskysaus,False,hoofdgerecht
Langzaam gegaarde eendenborstfilet met sjalottenjus,False,hoofdgerecht
Hollands agv'tje met rodekool,False,hoofdgerecht
Snelle tajine met dadelstroop,False,hoofdgerecht
Penne met garnalen &amp; groenten,False,hoofdgerecht
Kipstoof met gegrilde groenten ,False,hoofdgerecht
Spaanse gnocchi met worstjes ,False,hoofdgerecht
Broccoli-bonenstamp met kappertjes,False,hoofdgerecht
Romige pappardelle met krab,False,hoofdgerecht
Biefstuk met sukiyaki met gele rijst ,False,hoofdgerecht
Zalmfrittata met bieten-aardappelsalade,False,hoofdgerecht
Parelcouscous met spinazie-paprikasaus en worstjes,False,hoofdgerecht
Ovenschotel met herfstgroenten en romige kaassaus,False,hoofdgerecht
Kipschnitzel met witlofsalade en ovenaardappelen,False,hoofdgerecht
"Pilav van zilvervliesrijst met tonijn, tomaat en aubergine",False,hoofdgerecht
Gestoofde zuurkool met gehakt en zoete aardappel,False,hoofdgerecht
Zachte kip tikka masala met wilde spinazie en rijst,False,hoofdgerecht
Spaghetti met boerenkoolpesto &amp; cherrytomaten,False,hoofdgerecht
Turkse köfte met couscous,False,hoofdgerecht
Pompoen-wortelsoep met naan,False,hoofdgerecht
Luxe hotdogs met zuurkool,False,hoofdgerecht
Groene curry met garnalen,False,hoofdgerecht
Biefstukpuntjes met mie,False,hoofdgerecht
Wraps met hüttenkäse en spinazie,False,hoofdgerecht
Geitenkaas met cranberrycompote,False,hoofdgerecht
Tosties met roze zalm &amp; coleslaw,False,hoofdgerecht
"Hollandse stoof met kapucijners, boerenkool en bokbier ",False,hoofdgerecht
Rigatoni met frisse tomatensaus,False,hoofdgerecht
Gehaktballetjes van Erik van Loo,False,hoofdgerecht
Hertenbiefstuk met specerijen-portsaus,False,hoofdgerecht
Hazenrugfilet met zuurkool,False,hoofdgerecht
Hete hutspot met shoarma,False,hoofdgerecht
Roerbakbolognese met kip,False,hoofdgerecht
Ovenschotel met salami,False,hoofdgerecht
Joris Bijdendijks reestoof met karamelappel en aardappelwaaiers,False,hoofdgerecht
Erwtensoep met prei en munt,False,hoofdgerecht
"Tosti met pastrami, jonge kaas en dragonmosterd",False,lunch
"Tosti met katenspek, geitenkaas en pruimen",False,lunch
Croque Buvette,False,lunch
"Currysoep met rijst, snijbonen en kip",False,hoofdgerecht
Wortelpasta met roomkaas en groenteballen,False,hoofdgerecht
Gegratineerde kabeljauw met kriel en wokgroente,False,hoofdgerecht
Hollandse bonenstoof met spek,False,hoofdgerecht
Nasi met kip en zelfgemaakte boemboe,False,hoofdgerecht
"Gehaktpie met erwten, paprika en witte bonen",False,hoofdgerecht
Gehaktballetjes en rodekool met speculaaskruiden,False,hoofdgerecht
Noedelmaaltijdsoep met paksoi en sojaboontjes,False,hoofdgerecht
Speltwrap met quinoa en zwartebonen-knoflookspread,False,hoofdgerecht
Vegapie met vegagehakt,False,hoofdgerecht
Fusilli met ham en zongedroogde-tomatensaus,False,hoofdgerecht
Gerookte-makreelpie met bloemkool en korianderpuree,False,hoofdgerecht
Spaghetti met paddenstoelen en courgettesaus,False,hoofdgerecht
Fazantfilet met spek en paddenstoelen,False,hoofdgerecht
Eendenborst met granaatappel en citruscouscous,False,hoofdgerecht
Joris Bijdendijks gebraden kip met schorseneer,False,hoofdgerecht
